141,Presidential Election: PM Imran Khan Casts His Vote in NA,https://abbtakk.tv/en/live-pm-imran-reaches-na-to-cast-his-vote/,"September 4, 2018","Islamabad (September 04, 2018): Pakistan Tehreek Insaaf Chairman and Prime Minister Imran Khan has cast his vote for the presidential election in National Assembly.
He was given warm welcome, when he entered in the assembly hall.
Click Play Button To Watch this Video
Voting for presidential election is underway in National Assembly, Senate and all four assemblies. It started at 10am and will continue till 4pm.
Apart from PTI’s Alvi, the PPP’s Aitzaz Ahsan and Jamiat-e-Ulema (F) chief Maulana Fazalur Rehman are also in the race. The joint Opposition was to field a single candidate, however, no consensus had been reached on a joint Opposition nominee.
Earlier, PPP presidential candidate Aitzaz Ahsan and PTI’s Arif Alvi have arrived at the Parliament House to cast their votes.
Click Play Button To Watch This Video

Chief Justice of the Islamabad High Court is presiding over the election in the Parliament and lawmakers have started casting their votes through secret ballot.
Ahsan and Fazl cannot cast votes for themselves as the PPP leader is not a member of the Senate, while the JUI-F chief is neither a MNA nor an MPA. Alvi is the only presidential candidate who can cast vote for himself.
Punjab Assembly
Chief Justice of Lahore High Court Justice Yawar Ali is presiding over the polling process, while election commissioner Punjab, Zafar Iqbal Hussain, is performing duties as returning officer.
Click Play Button To Watch This Video

PTI’s Abdul Aleem Khan was the first to cast his vote in the Punjab Assembly.
A total of 354 MPAs of Punjab Assembly can cast their votes, for whom two polling booths have been setup.
Sindh Assembly
In Sindh, 163 members of the provincial assembly out of 168 will cast their vote for presidential election.
Sindh High Court Chief Justice Ahmed Ali Shaikh is performing the duty of presiding officer.
Click Play Button To Watch This Video

KP Assembly
Polling for the presidential election is also underway in the Khyber Pakhtunkhwa Assembly
A total of 112 MPAs will cast their votes in the presidential election.
PTI has 79 members in the KP assembly while the joint opposition has 27, PPP five and PML-Q has one.
Peshawar High Court Chief Justice Waqar Ahmad Seth is supervising the election.Balochistan Assembly
Balochistan High Court Chief Justice Syeda Tahira Safdar is acting as presiding officer.
It is a must for lawmakers to bring their assembly cards, in order to cast their vote. Further, mobile phones are not allowed in the assemblies.
Pakistan’s President is elected indirectly through an electoral college, comprising the Senate, National Assembly and the four provincial assemblies – Balochistan, Sindh, Punjab and Khyber Pakhtunkhwa.
Every member of the National Assembly has one vote while the four provincial assemblies are assigned an equal weight with the smallest, the Balochistan Assembly, serving as the base.
The newly-elected president of Pakistan will take oath on September 9.
Related News:
Alvi Pledges To Resolve Issues Constitutionally After Winning

Opposition Fails To Agree Over Joint Presidential Candidate

"
142,PML N To Continue Protest Against Election Rigging: Hamza,https://abbtakk.tv/en/live-hamza-shehbaz-sharif-addressing-media-in-lahore/,"September 4, 2018","Lahore (September 04, 2018): Pakistan Muslim League Nawaz leader Hamza Shehbaz Sharif said that PML N came in the house despite of reservations over rigging but our party will continue protest against it.
Speaking to the media after casting his vote in the presidential election, Hamza Shehbaz said that opposition must have come up with joint candidate for the Presidential election.
Click Play Button To Watch This Video

He said that PML N will continue its protest against the rigging.
He vowed to hold Prime Minister Imran Khan to his promise of assistance in probing alleged rigging in the 2018 general election.
Hamza said that his party would not let PM Khan avoid a proposed parliamentary commission’s probe into allegations of rigging in the July 25 polls.
He alleged that the 2018 general election had been the most-rigged polls in the country’s history and this would not be “digested”.
He said that Federal Information Technology Minister Khalid Maqbool Siddiqui had described it as a “fake election”, and that the former caretaker chief minister in Punjab had expressed similar views.Hamza said that the PML-N would play its due parliamentary role to unearth the facts behind the alleged “theft of mandate”.
During the first session of the 17th Punjab Assembly, Hamza Shahbaz had raised the opposition’s demand for constituting a parliamentary commission to investigate ‘rigging’ in July 25 elections. He raised questions over the failure of the Results Transmission System of the Election Commission of Pakistan to function as required, and alleged that “the RTS did not fail but it was manipulated to get desired results”.
Earlier, Hamza’s father and Opposition Leader in the National Assembly, Mian Muhammad Shehbaz Sharif on Tuesday lamented the failure of opposition to field joint candidate for the presidential election.Talking to reporters during the presidential polls, the former Chief Minister of Punjab (CM) vowed to make efforts to keep the opposition on same page in future.
“Unfortunately the opposition could not agree upon one presidential candidate,” he said.
Sharif also added that he tried well to field a joint single presidential candidate but it couldn’t be done so.
Earlier, Shehbaz Sharif presided PML N’s parliamentary party meeting before Presidential Election, which is underway in National Assembly, Senate and all four provincial Assemblies.
Click Play Button To Watch This Video

Voting for presidential election started at 10am at NA, Senate and all the provincial assemblies and will continue till 4pm.
Apart from PTI’s Alvi, the PPP’s Aitzaz Ahsan and Jamiat-e-Ulema (F) chief Maulana Fazalur Rehman are also in the race. The joint Opposition was to field a single candidate, however, no consensus had been reached on a joint Opposition nominee.
Pakistan’s President is elected indirectly through an electoral college, comprising the Senate, National Assembly and the four provincial assemblies – Balochistan, Sindh, Punjab and Khyber Pakhtunkhwa.
Every member of the National Assembly has one vote while the four provincial assemblies are assigned an equal weight with the smallest, the Balochistan Assembly, serving as the base.
The newly-elected president of Pakistan will take oath on September 9.
Related News:
Shehbaz Laments Over Opp. Failure For Joint Candidate

"
143,Alvi Pledges To Resolve Issues Constitutionally After Winning,https://abbtakk.tv/en/alvi-pledges-to-resolve-issues-constitutionally-after-winning/,"September 4, 2018","Islamabad (September 04, 2018): Pakistan Tehreek-e-Insaf (PTI) candidate for presidential elections Arif Alvi on Tuesday has pledged to resolve the issues constitutionally after winning the polls.
Talking to media on his arrival at National Assembly, Alvi expressed hope to clinch the victory with majority. He also announced to work jointly for the country.
Click Play Button To Watch This Video

I don’t want to become a silent president, he added.
To a question, he said presidential election is part of the process that would put Pakistan firmly on path of progress and prosperity.
He said PTI wants a Pakistan where every citizen has access to justice and civic facilities.
On the other hand, voting for presidential election started at 10am at NA, Senate and all the provincial assemblies and will continue till 4pm.
Apart from PTI’s Alvi, the PPP’s Aitzaz Ahsan and Jamiat-e-Ulema (F) chief Maulana Fazalur Rehman are also in the race. The joint Opposition was to field a single candidate, however, no consensus had been reached on a joint Opposition nominee.
PPP presidential candidate Aitzaz Ahsan and PTI’s Arif Alvi have arrived at the Parliament House to cast their votes.
Click Play Button To Watch This Video

Chief Justice of the Islamabad High Court is presiding over the election in the Parliament and lawmakers have started casting their votes through secret ballot.
Ahsan and Fazl cannot cast votes for themselves as the PPP leader is not a member of the Senate, while the JUI-F chief is neither a MNA nor an MPA. Alvi is the only presidential candidate who can cast vote for himself.
Punjab Assembly
Chief Justice of Lahore High Court Justice Yawar Ali is presiding over the polling process while election commissioner Punjab, Zafar Iqbal Hussain, is performing duties as returning officer.
Click Play Button To Watch This Video

PTI’s Abdul Aleem Khan was the first to cast his vote in the Punjab Assembly.
A total of 354 MPAs of Punjab Assembly can cast their votes, for whom two polling booths have been setup.
Sindh Assembly
In Sindh, 163 members of the provincial assembly out of 168 will cast their vote for presidential election.
Sindh High Court Chief Justice Ahmed Ali Shaikh is performing the duty of presiding officer.
Click Play Button To Watch This Video

KP Assembly
Polling for the presidential election is also underway in the Khyber Pakhtunkhwa Assembly
A total of 112 MPAs will cast their votes in the presidential election.
PTI has 79 members in the KP assembly while the joint opposition has 27, PPP five and PML-Q has one.
Peshawar High Court Chief Justice Waqar Ahmad Seth is supervising the election.Balochistan Assembly
Balochistan High Court Chief Justice Syeda Tahira Safdar is acting as presiding officer.
It is a must for lawmakers to bring their assembly cards, in order to cast their vote. Further, mobile phones are not allowed in the assemblies.
Pakistan’s President is elected indirectly through an electoral college, comprising the Senate, National Assembly and the four provincial assemblies – Balochistan, Sindh, Punjab and Khyber Pakhtunkhwa.
Every member of the National Assembly has one vote while the four provincial assemblies are assigned an equal weight with the smallest, the Balochistan Assembly, serving as the base.
The newly-elected president of Pakistan will take oath on September 9.
Related News:
PTI, Q Parliamentary Boards Meeting Shows Faith In Alvi

ECP Completes Arrangments For Presidential Election

"
144,ECP Completes Arrangments For Presidential Election,https://abbtakk.tv/en/ecp-completes-preparations-for-presidential-election/,"September 4, 2018","Islamabad (September 04, 2018): The Election Commission of Pakistan (ECP) on Monday completed preparations for the presidential election, due to be held today.
Polling stations were set up in all four provincial assemblies in addition to the National Assembly.
The ballot papers and other related equipment have also been shifted to the polling stations. The chief justices of high courts will serve as the presiding officers during the poll, while the chief election commissioner will serve as the returning officer.
The name of Pakistan Peoples Party candidate Aitzaz Ahsan is on the top of the ballot paper, while Pakistan Tehreek-e-Insaf candidate Arif Alvi is on the second position and Jamiat-e-Ulema (F) chief Maulana Fazal-ur-Rehman’s name is printed on the third place, sources further added.A code of conduct for the presidential election has also been issued.
Members of the National and provincial assemblies will not be allowed to carry their phones while casting their votes.
On the other hand, the opposition is still divided over their candidate. Pakistan Peoples Party (PPP) has fielded Aitzaz Ahsan for the top slot while the other opposition parties have nominated Maulana Fazlur Rehman.
None of them are willing to withdraw their candidate in favour of the other which has further widened the cracks in the alliance of opposition parties.
Ahsan and Rehman will face Pakistan Tehreek-e-Insaf’s Dr. Arif Alvi,Voting for the election will be held in the National Assembly and the four provincial assemblies from 10:00am to 4:00pm.
The members have been directed to bring their CNIC’s with them. Chief Election Commissioner has asked presiding officers to ensure secrecy of ballot.
‘United opposition can cause upset’
Former speaker of National Assembly (NA) Sardar Ayaz Sadiq stated that a united opposition can cause an upset in the presidential elections.
PML-N president and former Punjab Chief Minister (CM) also shared same opinion.
Rehman said opposition parties had nominated him as their “joint candidate” for the slot of president.The JUI-F chief who was flanked by leaders of the opposition parties, including Pakistan Muslim League-Nawaz (PML-N) President Shehbaz Sharif, said he wanted a candidate “mutually agreed on by the opposition” to contest the elections.
However; former opposition leader in National Assembly Khursheed Shah has maintained that the option of two presidential candidates was in favour of the government.
He said that the PPP leadership, including co-chairman Asif Ali Zardari and Qamar Zaman Kaira, were supporting Chaudhry Aitzaz Ahsan.
Shah expressed hope that Maulana Fazlur Rehman would accept the request to withdraw as candidate for the slot of president.
Related News:
Former Elected Presidents of Pakistan

Judgement Day: Presidential Election Will Be Held Tomorrow

"
145,Judgement Day: Presidential Election Will Be Held Tomorrow,https://abbtakk.tv/en/judgement-day-presidential-election-will-be-held-tomorrow/,"September 3, 2018","Islamabad (September 03, 2018): Presidential election will be held on Tuesday (Tomorrow) to choose a new President for next five years.
The contesting candidates include Pakistan Tehreek-e-Insaf’s Dr. Arif Alvi, Pakistan Muslim League-N backed Maulana Fazlur Rehman and Barrister Aitzaz Ahsan of Pakistan Peoples Party.
Chief Election Commissioner has asked presiding officers to ensure secrecy of ballot.
Electoral College of President of Pakistan
The Electoral College of Pakistan is formed by a joint sitting of the six leading political bodies in Pakistan:
the Senate of Pakistan,
the National Assembly of Pakistan,
the Provincial Assembly of the Punjab,
the Provincial Assembly of Sindh,
the Provincial Assembly of Balochistan and
the Provincial Assembly of Khyber Paktunkhwa
The President of Pakistan is chosen by an electoral college, in Pakistan. According to Article 41(3) of the Constitution of Pakistan, this electoral college consists of the Senate, the National Assembly of Pakistan, and the Provincial Assemblies of the four provinces. Members of the National Assembly and Provincial Assemblies are directly elected by the people in competitive multi-party elections. Members of the Senate are indirectly elected by the provincial assemblies.Electoral System
The President of Pakistan is indirectly elected by the Electoral College of Pakistan – a joint sitting of the Senate, National Assembly and Provincial Assemblies. Each elector casts a different number of votes. The general principle is that the total number of votes cast by members of Parliament equals the total number of votes cast by provincial legislators. Also, legislators from larger states cast more votes than those from smaller provinces.
The number of votes cast in a Provincial Assembly in favor of each candidate shall be multiplied by the total number of seats in the Provincial Assembly for the time being having the smallest number of seats and divided by the total number of seats in the Provincial Assembly in which the votes have been cast.
The constitution further states that election to the office of President must be held no earlier than sixty days and no later than thirty days before the expiration of the term of the incumbent president. If assemblies are not present, the constitution allows the election of president to be delayed thirty days after the general election.So that each province has an equal vote, all provincial assemblies are given exactly 65 votes in the electoral college. This mean that the each member of the Punjab Assembly has 65/370 = 0.176 votes, each member of the Sindh Assembly has 65/168 = 0.387 votes, each member of the KPK Assembly has 65/124 = 0.524 votes and each member of the Balochistan Assembly has 65/65 = 1 vote.
The President is a ceremonial post, head of state, and merely a figurehead with the executive powers granted to Prime Minister, by the Constitution. The Constitution states that a presidential candidate must be a Muslim men or women, not less than 45 years of age, and a Member of the National Assembly can contest the Presidential election.
The constitution further states that election to the office of President will not be held earlier than sixty days and not later than thirty days before the expiration of the term of the President in office.
Related News:
Alvi, Fazl, Aitzaz To Contest Presidential Election

Presidential Election: Fazal Fails to Get PPP support

"
146,Presidential Election: BAP Puts Weight Behind PTI,https://abbtakk.tv/en/presidential-polls-bap-puts-weight-behind-pti/,"September 2, 2018","Islamabad (September 02, 2018): Balochistan Chief Minister Jam Kamal Khan Sunday said the Balochistan Awami Party (BAP) will support Arif Alve, Pakistan Tehreek-e-Insaf”s (PTI) candidate for the president.
Talking to a private news channel, he said Dr Arif Alvi was the right person for the top slot. To a question, Jam Kamal said the Pakistan armed forces and civilians had rendered numerous sacrifices in the war against terrorism, which would never be ignored.He said the corrupt elements would not be tolerated in the chief minister”s office and other departments.
The Federal Government should help the provincial government in providing basic facilities of clean drinking water, education and health to the people of Balochistan, he added.
Earlier on September 01, Pakistan Tehreek-i-Insaf (PTI) leader Arif Alvi had asserted that he will act as the president of the entire country and not only of his party if elected for the top slot.
A breakfast was arranged in Lahore for Alvi, PTI’s nominee for the office of president, and was attended by Sindh Governor Imran Ismail and Chaudhry Sarwar.He is also expected to meet Pakistan Muslim League-Quaid president Chaudhry Shujaat Hussain.
Speaking to media, Arif Alvi emphasized that equal opportunities should persist in all the provinces. He maintained that deteriorations exist in the country for the past many years therefore betterment will prevail gradually.
However; he expressed hope that economic stability will not take long to occur in the country.
“PTI will strengthen those institutions which are significant in terms of revenue. Many contradictions are present in the country and as a President I will work for the state’s solidarity which remaining in the constitutional jurisdiction,” declared Alvi.“The Prime Minister talked about the problems faced by Pakistan in his first speech. I am a Pakistani and it is my duty to look into every tribulation. I do not have the habit to sit idle. In the coming era, many issues can be resolved while uniting with Pakistan Peoples Party (PPP). PTI will amend the system in Punjab while keeping in view the local government system of Khyber Pakhtunkhwa,” said the PTI leader.
Arif Alvi is in Lahore for his presidential election campaign.
Earlier, Arif Alvi had claimed that after the division in opposition ranks his victory as a presidential candidate became easier.
Talking to media, after reaching Lahore seeking support for the presidential election, PTI president candidate claimed he would get landslide victory after the dents appeared in joint opposition.
Click Play Button To Watch This Video

Replying to a query over Amir Liaqat issue, Arif Alvi said that party would resolve the issue, however, if someone wanted to solve the Karachi problems than talks with all stakeholders of Sindh including PPP should be vital.
“I will change the president house in a very simple place and will try to further decrease expenses,” he said.
The President of Pakistan is elected in a special session of the parliament, senate and all four provincial assemblies in accordance with Article 41 (3) of the constitution. The country’s 13th president will be chosen by an electoral college of 706 votes of lawmakers, including 104 senators, 342 members of the national and 260 of the provincial assembly on September 4. In order to ensure equal representation, all provincial assemblies are given 65 votes each in the electoral college.
Each member of the National Assembly gets one vote as do Senators. 5.70 Punjab parliamentarians makeup 1 vote, 2.58 in Sindh, 1.90 in Khyber Pakhtunkhwa while MPAs in the Balochistan which is the smallest assembly get one vote each.
Related News:
Presidential Election To Be Held On September 4

Imran Nominates Arif Alvi For President of Pakistan

"
147,US President Calls for CNN Boss to Be Fired,https://abbtakk.tv/en/us-president-calls-for-cnn-boss-to-be-fired/,"August 31, 2018","Washington (August 31, 2018): After his strict criticism on media and social media technology companies, US President has now called for CNN to be fired. CNN said regarding controversial story that CNN does not lie and we stand by our reporting and our reporters.
US President Donald Trump said that, the hatred and extreme bias of me by CNN has been going on for a long time. Little Jeff Z has done a terrible job, his ratings suck, & AT&T should fire him to save credibility.
The hatred and extreme bias of me by @CNN has clouded their thinking and made them unable to function. But actually, as I have always said, this has been going on for a long time. Little Jeff Z has done a terrible job, his ratings suck, & AT&T should fire him to save credibility!
— Donald J. Trump (@realDonaldTrump) August 30, 2018
On the other hand, CNN said in its tweet that, ‘Make no mistake, Mr. President, CNN does not lie. We report the news. And we report when people in power tell lies’.
CNN is working frantically to find their “source.” Look hard because it doesn’t exist. Whatever was left of CNN’s credibility is now gone!
— Donald J. Trump (@realDonaldTrump) August 30, 2018
President Trump also criticized NBC News. He added that it was good news that NBC News chairman Andy Lack could be facing dismissal.
Donald Trump said during an event in Washington that his policies will be violently overturned if the Democrats win November’s mid-term elections.
Related News:
No Need To Spend On “War Games”, Trump On Joint Exercises

Trump Alleges Google, Twitter and Facebook of Bias

"
148,"Alvi, Fazl, Aitzaz To Contest Presidential Election",https://abbtakk.tv/en/alvi-fazl-aitzaz-to-contest-presidential-election/,"August 30, 2018","Islamabad (August 30, 2018): After expiry of the deadline for the withdrawal of candidature, three candidates have remained in the field now to contest the presidential election on September 04.
The contesting candidates include PTI’s Dr. Arif Alvi, PML-N’s backed Maulana Fazlur Rehman and Barrister Aitzaz Ahsan of PPP. Amir Muqam, covering candidate of Maulana Fazlur Rehman withdrew his nomination papers today.
According to ECP, candidates were allowed to withdraw their candidature by 12 noon today.
Click Play Button To Watch This Video

Earlier on August 29, Chief Election Commissioner Justice Sardar Muhammad Raza accepted nomination papers of all three candidates contesting the presidential election.On Wednesday evening, the Balochistan Awami Party (BAP) announced that it will back Pakistan Tehreek-i-Insaf (PTI) nominee Arif Alvi in the upcoming presidential election.
The BAP announcement came after a delegation of PTI leaders, including Alvi himself, federal minister Pervez Khattak, Sindh Governor Imran Ismail, Deputy Speaker of the National Assembly, Qasim Suri and others arrived in Quetta to muster support for the September 4 polls.
The PTI high command met with Balochistan Chief Minister Jam Kamal Khan — also the BAP chief — to secure his party’s support for the presidential election, where Alvi is expected to be up against joint opposition candidate Maulana Fazlur Rehman and PPPP’s Aitzaz Ahsan.
“We have decided to support the PTI candidate for the presidency,” Kamal told a press conference at the CM House.The PTI leaders assured its BAP allies that all-out efforts would be made to bring Balochistan at par with rest of the country in terms of development.
“We will address the grievances of the people of Balochistan,” Alvi promised.
The Balochistan CM added: “We will not make tall claims; rather, we will act to bring an end to the backwardness of the province.”
The PTI leaders also met with leaders of Hazara Democratic Party (HDP) and Jamhoori Watan Party (JWP) to seek their endorsement for Alvi. The JWP chief Shah Zain Bugti and HDP chief Khaliq Hazara assured the PTI leaders of their support.When asked about the protocol of the Sindh governor in Quetta, federal minister Pervez Khattak stated: “People would laugh at us if we did not end protocol.”
He also requested the Balochistan chief minister to keep his protocol at a minimum for the benefit of the masses.
On the other hand, Jamiat Ulema-e-Islam-Fazl (JUI-F) chief and another presidential candidate Maulana Fazlur Rahman on Wednesday met GDA and Muttahida Qaumi Movement (MQM)  to get their support and hoped that Grand Democratic Alliance Signaled positive for support his candidacy for president slot.
He made these views while talking to journalists in Karachi after meeting with the leaders of the Muttahida Qaumi Movement (MQM) and Grand Democratic Alliance (GDA) ahead of the presidential election.
Click Play Button To Watch This Video

“GDA head Pir Pagara asked for some time for the consultation with party leaders,” JUI-F chief said.
He admitted although opposition became united after the election, however, they delayed to bring the joint candidate for presidential election.
“PTI is a major political force but not majority party and JUI will take the struggle against rigging by joining hands with other opposition parties,” Maulana said.
He clarified that joint opposition has nominated him as its joint candidate and all parties will strengthen the democracy in the country.  Maulana Fazl also met Khalid Maqbool Siddiqui and other MQM leaders at their head office in Bahadurabad, Muttahida Majlis-e-Amal (MMA) spokesperson Allama Owais Noorani said.
Maulana requested MQM for their support to him in the presidential election.
Talking to media persons on the occasion, Maulana said that he has enjoyed the experience of more than 38 years of parliamentary politics and was the most suitable candidate for the slot.The JUI-F chief has been fielded by the grand alliance of opposition parties except Pakistan Peoples Party (PPP) for the presidential election.
Earlier on Monday, Maulana Fazl met PPP co-chairman Asif Ali Zardari and sought cooperation for the presidential election.
However, the PPP met on Tuesday to discuss cooperation sought by Maulana Fazl but decided that it would not withdraw its presidential candidate Aitzaz Ahsan.
Pakistan Tehreek-e-Insaf’s Dr Arif Alvi, PPP’s Aitzaz Ahsan and Maulana Fazl have submitted their nomination papers for the presidential election to be held on September 4.
Related News:
Presidential Polls: Final List of Candidates To Be Issued Today


"
149,Miandad Challenges Amir To Contest By Polls Against Him,https://abbtakk.tv/en/miandad-challenges-amir-liaquat-to-contest-by-polls/,"August 29, 2018","Web Desk(August 29, 2018): Former Pakistan cricket captain and batting legend Javed Miandad has challenged the newly elected National Assembly member of the Pakistan Tehreek-e-Insaf (PTI) Aamir Liaquat to resign and contest a by-election against him in Karachi.
Miandad was responding to Aamir Liaquat’s latest outburst against his own party.
Click Play Button To Watch This Video:

“I cannot comprehend Aamir’s statement,” Miandad, a teammate of Prime Minister Imran Khan during his cricketing days, lamented in a video statement on Wednesday.
He said that such statements do not suit Aamir Liaquat and advised the MNA to follow the party’s discipline.
“You are now a member of the PTI and should stay in the party,” he said and urged Mr Hussain to make a good beginning.
His video came after Aamir Liaquat took to mainstream and social media, expressing his anger at party’s failure to invite him to a party meeting held at Governor House.
PTI, on the other hand, maintains that no such meeting was held at Governor House.
Related News:
Miandad Announces To Auction WC-1992 Ball For Dams

Cricket Legend Javed Miandad Turns 60 Today

"
150,"By-election: ECP Bans Transfers, Posting",https://abbtakk.tv/en/bye-election-ecp-bans-transfers-posting/,"August 29, 2018","Islamabad (August 29, 2018): The Election Commission of Pakistan has banned postings and transfers of all government officials in the districts, where the by-polls will be held on October 14.
According to ECP notification, the ban will be imposed in 28 districts keeping by-polls in view, however ECP permission essential before essential posting and transfer till the holding of bye-polls.
“Ban will also be imposed on development schemes run on the district level. “If any transfers and postings are required to be made in view of public interest, then their proposals should be sent to the ECP.”
“All the relevant officials are, therefore, directed to adhere to the above orders of the election commission in letter and spirit as well as to issue these directions to the lower formation for strict compliance.”
According to ECP notification by-election will be held on 37 constituencies including 11 National and 26 provincial assemblies of 28 districts in across the country.
Related News:
Re-Polling In PK-23 Shangla Underway

ECP Approves Alvi, Fazl, Aitzaz’s Nomination Papers


"
151,PPP Meeting Today To Discuss Presidential Elections Matters,https://abbtakk.tv/en/ppp-meeting-today-to-discuss-presidential-elections-matters/,"August 28, 2018","Islamabad (August 28, 2018): Pakistan Peoples Party (PPP) co-chairman Asif Ali Zardari has summoned a party meeting on Tuesday to discuss presidential election matters.
The PPP will meet at 5pm today to discuss Fazl’s request and take a final decision on a presidential candidate.
Earlier on August 27, Pakistan Tehreek-e-Insaaf’s nominated candidate for Presidential elections, Arif Alvi on submitted his nomination papers in the Islamabad High Court.
Talking to the newsmen outside IHC, Alvi said that PTI has majority he will be elected as President easily.
Click Play Button To Watch This Video

He said PPP and PML-N have their own problems, whoever becomes President, must play an active role, he added.
PPP’s Presidential candidate Aitzaz Ahsan submitted his nomination papers after opposition failed to reach any consensus for joint candidate.
Click Play Button To Watch This Video

Opposition parties except for Pakistan Peoples Party (PPP) decided to field Jamiat Ulema-e-Islam-Fazl (JUI-F) chief Maulana Fazlur Rahman for the post of the country’s president.
Maulana Fazl also submitted his nomination papers for the presidential election run at the IHC.
Earlier, Pakistan Peoples’ Party co-chairman Asif Zardari expressed displeasure ‘over the role of MMA President Maulana Fazlur Rehman’ during presidential elections.
PPP has fielded Aitzaz Ahsan, while the opposition parties nominated Maulana Fazlur Rehman as their joint candidate against Pakistan Tehreek-e-Insaf’s Arif Alvi.
PPP had requested MMA chief to persuade PML-N president over Ahsan’s nomination, who met Shehbaz Sharif Sunday but failed to convince him.Surprisingly, the opposition parties nominated Fazlur Rehman which surprised the PPP.
Earlier on Monday, talking to media in Islamabad, the chief of Jamiat Ulema-i-Islam-Fazl (JUI-F) and MMA president Fazlur Rehman expressed hope that PPP co-chairperson Asif Ali Zardari would reconsider his decision and have his party vote for him in the September 4 presidential election, despite increasing rift among the opposition parties.
Soon after senior PPP leaders blamed the PML-N and the media for the growing fissures within the opposition ‘alliance’, and seemed all but resigned to not reaching a consensus over a presidential candidate, Rehman — the opposition’s presidential nominee — said he would try and convince Zardari to back him.
Click Play Button To Watch This Video

“The PPP did not vote in the prime minister’s elections, which resulted in Imran Khan becoming the PM by four votes,” Rehman said in a press conference in Islamabad. “The act of dividing up the opposition is not popular in the public.
“It will be our effort to take him (Zardari) in confidence and convince him to reconsider his decision so that a joint candidate could contest.”
The JUI leader said he “would like to meet Zardari today” to convince him to withdraw PPP nominee Aitzaz Ahsan’s candidacy in his favour.
Rehman said he and PML-N both “wanted the opposition’s prime minister candidate to be from the PPP.“However, the PPP people themselves said that the PM candidate should be from the PML-N. When a consensus was reached, then [the PPP] decided not to vote, which dispersed the opposition, and turned our hope — our decision to go into the parliament and turn the tables — into disappointment and despair.”
“We would not want to give the same disappoint to our members once again,” he added. “A joint position on this issue should be presented.”
With the grand opposition alliance failing to reach consensus on a single nominee, the PPP’s Ahsan and JUI-F’s Rehman emerged as the two candidates challenging Pakistan Tehreek-i-Insaf (PTI) candidate Dr Arif Alvi’s bid for the head of state’s office in the September 4 election.
The failure of the opposition parties to field a joint candidate is expected to provide a virtual walkover to Dr Alvi, an MNA from Karachi.
Related News:
Alvi Submits Nomination Papers For Presidential Polls

Presidential Polls: Fazl Still Optimistic About Zardari Support

"
